file,lat,lon,variables,start_time,end_time
MO_TS_TG_RMN-Taranto.nc,40.47560119628906,17.223800659179688,"TIME_QC, SLEV, SLEV_QC",1998-07-25 14:00:00.000000000,2026-01-31 23:00:00.000000000
MO_TS_TG_RMN-Trieste.nc,45.64939880371094,13.75790023803711,"TIME_QC, SLEV, SLEV_QC",1998-10-11 00:00:00.000000000,2026-01-31 23:00:00.000000000
MO_TS_TG_RMN-Venice.nc,45.4182014465332,12.42650032043457,"TIME_QC, SLEV, SLEV_QC",1998-07-16 20:00:00.000000000,2026-01-31 23:00:00.000000000
MO_TS_TG_RMN-Vieste.nc,41.888099670410156,16.177000045776367,"TIME_QC, SLEV, SLEV_QC",1998-08-27 20:00:00.000000000,2026-01-31 23:00:00.000000000
MO_TS_TG_Rhodes-Port.nc,36.44210433959961,28.23740005493164,"TIME_QC, DRYT, DRYT_QC, RELH, RELH_QC, ATMS, ATMS_QC, WSPD, WSPD_QC, WDIR, WDIR_QC, SLEV, SLEV_QC",2020-10-06 15:09:59.999999744,2022-07-14 10:00:00.000000000
MO_TS_TG_SA-RAPITA.nc,39.36029815673828,2.9532599449157715,"TIME_QC, ATMP, ATMP_QC, PRES, PRES_QC, SLEV, SLEV_QC, TEMP, TEMP_QC",2020-01-01 00:00:00.000000000,2020-02-29 23:50:00.000000256
MO_TS_TG_SANT-ANTONI.nc,38.97710037231445,1.2987799644470215,"TIME_QC, ATMP, ATMP_QC, SLEV, SLEV_QC",2020-01-01 00:00:00.000000000,2020-02-29 23:50:00.000000256
MO_TS_TG_Samothraki.nc,40.47460174560547,25.46796989440918,"TIME_QC, SLEV, SLEV_QC",2016-12-13 21:00:00.000000000,2023-12-20 08:00:00.000000000
MO_TS_TG_Skopelos.nc,39.12384033203125,23.72966957092285,"TIME_QC, SLEV, SLEV_QC, WDIR, WDIR_QC, WSPD, WSPD_QC, DRYT, DRYT_QC, RELH, RELH_QC, ATMS, ATMS_QC",2021-05-24 13:05:00.000000256,2022-12-31 23:00:00.000000000
MO_TS_TG_TASUCU.nc,36.281463623046875,33.83622741699219,"TIME_QC, SLEV, SLEV_QC",2020-12-01 00:00:00.000000000,2022-11-29 23:00:00.000000000
MO_TS_TG_Thessaloniki.nc,40.630001068115234,22.90999984741211,"TIME_QC, SLEV, SLEV_QC",2018-09-14 13:00:00.000000000,2024-02-05 04:00:00.000000000
MO_TS_TG_Zakynthos.nc,37.78142166137695,20.90519905090332,"TIME_QC, SLEV, SLEV_QC",2016-12-13 21:00:00.000000000,2024-06-23 14:00:00.000000000
MO_TS_TG_larn.nc,34.91619873046875,33.64080047607422,"TIME_QC, SLEV, SLEV_QC, TEMP, TEMP_QC",2014-09-07 00:00:00.000000000,2014-09-07 23:00:00.000000000
MO_TS_TG_papho.nc,34.75510025024414,32.40879821777344,"TIME_QC, SLEV, SLEV_QC, TEMP, TEMP_QC",2015-01-01 00:00:00.000000000,2016-08-26 01:00:00.000000000
